Tweet,Actual_Sentiment,Predicted_Sentiment
"CWG 2022 : या महिला क्रिकेटपटूच्या आयुष्यात वादळ, कुटुंबातील सदस्याची मृत्यूशी झुंज, अडचणींचा डोंगर, राष्ट्रकुलपासूनही दूर...  https://t.co/8uh8fNykl4 #MarizanneKapp #Cricket #CWG2022 #CWG2022Webstories #southafricaWomensteam",neutral,neutral
Top fight from Anahat!! There’s so much talent &amp; skill out there!! #CWG2022,positive,positive
ಕಾಮನ್‌ವೆಲ್ತ್‌ ಗೇಮ್ಸ್‌ ಕ್ರೀಡಾಕೂಟದಲ್ಲಿ ಭಾರತಕ್ಕೆ ಎರಡನೇ ಪದಕ ಗೆದ್ದುಕೊಡುವಲ್ಲಿ ಕನ್ನಡಿಗ ಗುರುರಾಜ ಪೂಜಾರಿ ಯಶಸ್ವಿಯಾಗಿದ್ದಾರೆ. ಬರ್ಮಿಂಗ್‌ಹ್ಯಾಮ್‌ ಕಾಮನ್‌ವೆಲ್ತ್‌ ಗೇಮ್ಸ್‌ನಲ್ಲಿ ಮತ್ತೊಮ್ಮೆ ಭಾರತದ ಕೀರ್ತಿ ಪತಾಕೆ ಹಾರಿಸಿದ ಕುಂದಾಪುರ ಮೂಲದ ಕನ್ನಡದ ಕುವರನಿಗೆ ಅಭಿನಂದನೆಗಳು.  #CWG2022  https://t.co/EFdoM3ngI9,neutral,neutral
#CommonwealthGames2022   #JeremyLalrinnuga wins Gold for India! 🥇❤️ adds gold to his illustrious career. He lifted 300 KG in Men's 67 KG category! 😍🇮🇳 #cheer4india  #Weightlifting 🏋️ #B2022 #CWG2022  https://t.co/cydiIwf9Bk,positive,positive
"And here comes, Team India!  #CWG2022 #Birmingham22 #B2022 #TeamIndia  https://t.co/Dgk75SPxim",neutral,neutral
"#CommonwealthGames2022 : भारत को मिला दूसरा मेडल, संकेत और गुरुराजा ने किया कमाल #CommonwealthGames #CWG2022 #Weightlifting   https://t.co/XZBvxR1Iin",neutral,neutral
"An amazing discussion with some of the most insightful panellists on  #CWG2022 cricket!   Thanks @171notout and @InTheAir_Cric for the opportunity, looking forward to many more collaborations 💙   https://t.co/XZ0DbWkZRx   https://t.co/XZ0DbWkZRx",positive,positive
"@ramkishorebjp बहुत बहुत बधाई, एक और स्वर्ण...!  जेरोमी लालरिनूंगा जी आप पर देश को गर्व है कॉमनवेल्थ गेम्स में भारत को दूसरा गोल्ड मेडल दिलाने पर ढेरों शुभकामनाएं एवं बधाई।  #CommonwealthGames2022 #CommonwealthGames #CWG2022 #JeremyLalrinnunga  https://t.co/HSOFj1aBTx",neutral,neutral
कॉमनवेल्थ गेम्स में भारत को एक और स्वर्ण। 19 साल के जेरेमी लालरिनुंगा ने वेटलिफ्टिंग में भारत को दूसरा स्वर्ण पदक दिलाया।   #CWG2022 #weightlifting #JeremyLalrinnung  https://t.co/qmv0h4G2hw,neutral,neutral
Commonwealth Games 2022: பர்மிங்காமில் இன்று கோலாகல தொடக்க விழா..! எந்த சேனலில் எத்தனை மணிக்கு பார்க்கலாம்..? முழு விவரம் #CommonwealthGames2022 #CWG2022 #OpeningCeremony   https://t.co/CA5L20SAMC,neutral,neutral
भारत की बेटियों को देश का सलाम  कॉमनवेल्थ गेम्स में भारतीय खिलाड़ी बिंदिया रानी देवी जी ने 55 किलोग्राम वेटलिफ्टिंग प्रतियोगिता में रजत पदक जीतकर देश का नाम रौशन किया है।  आपकी इस उपलब्धि पर आपको बधाई व शुभकामनाएं।।  #CWG2022  https://t.co/Hc8iGcq74X,neutral,neutral
Congratulations India   The Star Champion #MirabaiChanu wins India's first Gold Medal at CWG 2022 with a combined lift of 201 kg in Women’s 49 Kg Finals.  This is her 3rd Consecutive medal at #CommonwealthGames  #Gold 🥇  #CWG2022  https://t.co/MSILDl3s3q,positive,positive
◆🥇अपने उत्कृष्ट खेल प्रदर्शन से राष्ट्रमंडल खेलों (Commonwealth Games 2022) की वेट लिफ्टिंग प्रतियोगिता में दूसरे दिन देश के लिए रजत पदक जीतने पर #Bindyarani_Devi जी को हार्दिक बधाई एवं शुभकामनाएं।  #CWG2022  #silvermedal 🥈 #BindyaraniDevi  #CommonwealthGames2022  https://t.co/oD5BcZDgmY,neutral,neutral
Table tennis India vs Bangladesh men doubles going on  #CWG2022,neutral,neutral
भारत के लिए कॉमनवेल्थ गेम्स 2022 के तीसरे दिन तैराक श्रीहरि नटराज सेमीफाइनल में पहुंच गए हैं #CWG2022India #CWG2022 #CommonwealthGames2022 #India4CWG2022 #sriharinatraj #Yogeshwar   https://t.co/7etZhrUEwZ,neutral,neutral
"Wishing best of luck to our Indian women's boxing contingent @LovlinaBorgohai, @nikhat_zareen, @NituGhanghas333, #Jasmime and head coach #BhaskarBhatt for the big show. I am confident about our tigress, they'll bring laurels to the country. 🥊💪💪 #CWG2022 #boxing  https://t.co/wWYidywrFX",positive,positive
A warm welcome to Day 2 coverage of CWG folks.  👉 Mirabai Chanu will be major medal hope today along with 3 other weightlifters &amp; swimmer Srihari Nataraj in Final.    👉 Live coverage &amp; streaming on Sony network &amp; SonyLiv   #CWG2022  #B2022  https://t.co/CSWcdCjgzc,positive,positive
Gold 🥇 for @mirabai_chanu in the women's 49 kg category 🏋️  #CWG2022 #weightlifting #MirabaiChanu  #CommonwealthGames2022  https://t.co/3QWQkdBGDw,neutral,neutral
"🚨 𝗕𝗥𝗘𝗔𝗞𝗜𝗡𝗚 𝗡𝗘𝗪𝗦 🚨  After #PVSindhu 🏸, Indian 🇮🇳 men's #Hockey team's captain and Olympics 🥉 medallist #ManpreetSingh 🏑 is announced as the flag-bearer of the contingent at the #CWG2022🏅  📸: Hockey India   #B2022 🏟️  #IndiaKaGame 🏑  https://t.co/AgeTS7GXxU",neutral,neutral
New Zealand Women and South Africa Women will face off in the third game of the ongoing Commonwealth Games in Birmingham on Saturday  #NZvSA #SAvNZ #NZvsSA #SAvsNZ #CommonwealthGames #B2022 #CWG2022 #CommonwealthGames2022 #CWG22    https://t.co/Bge7voDOMY,neutral,neutral
"It’s #INDvPAK Time! Come on Women in Blue, a must win game.   #CWG2022",positive,positive
"@abhishekaitc আমাদের জন্য গর্বের মুহূর্ত,কমনওয়েলথ গেমসে পুরুষদের ৭৩ কেজি ভারোত্তোলনে স্বর্ণপদক জেতার জন্য বাংলার হাওড়ার অচিন্তা শিউলিকে অভিনন্দন।!! #AchintaSheuli #CWG2022",neutral,neutral
Sent to #coventry for my first #volunteers shift as part of #CWG2022 #thecollective for the #Rugby7s Everyone is also worrying about the #Lionesses #englandwomen  https://t.co/Py7Q7dDAdN,negative,positive
Relive India's third day at the Birmingham CWG #CWG2022 #achintasehuli  https://t.co/erVqLGxzyd,neutral,neutral
BE NTF have been supporting #CommonwealthGames2022 around #Birmingham throughout the week.  Big congrats to @TheTandemTwins  who won #2nd today for #NorthernIreland in the Womens Para Triathlon.  #B2022police  #CWG2022  https://t.co/OIAG49YL9W,positive,positive
नाम लिख लो ......19 वर्षीय जेरेमी लालरिनुंगा  300 KG  #CWG2022 | #B2022  #TeamIndia | #Birmingham2022,neutral,neutral
Our #CWG2022 Day 3 live blog is up and running! We have another action-packed day ahead of us. Follow along for live updates.   https://t.co/fVGU3MatYV,neutral,neutral
Cricket fraternity lauds @mandhana_smriti after her brilliant display with the bat ensured a big win for India over Pakistan.   #INDvPAK #B2022 #CWG2022   https://t.co/7ZpqOuBOdQ,positive,positive
What A THRILLER! 🤯🔥  Australia's Ashleigh Gardner stole a win out of nowhere from India's hand 😞  #B2022 #CWG2022  https://t.co/EiSfkr743g,positive,positive
President #DroupadiMurmu and Prime Minister @narendramodi congratulate #SanketSargar for winning the silver medal in Weightlifting event at #CommonwealthGames2022 in Birmingham.  #Cheer4India | #CWG2022  https://t.co/ZjBle998xo,positive,positive
Jeremy Lalrinnunga💪 Wins Gold🥇 in Weightlifting men's 67kg category for #TeamIndia🇮🇳 at #CWG2022 !!   https://t.co/gMAdB5jymx,positive,positive
"Third gold medal for india 🇮🇳  All three in weightlifting, What a performance ♥️ #AchintaSheuli   #CWG2022 #CommonwealthGames #CommonwealthGames2022  https://t.co/t36igBliP8",positive,positive
Commonwealth Games 2022: Indian Boxing Team Arrive in Birmingham; Nikhat Zareen Shares Post on Twitter (See Pics) #CWG2022 #CommonwealthGames2022 #Birmingham2022 @BirminghamGames  @nikhat_zareen    https://t.co/mdSJ26Y7Nb,positive,neutral
"CWG 2022 Birmingham Sports Villages: कॉमनवेल्थ गेम्स के लिए 6300 करोड़ में बना खेल गांव, 4 वेन्यू पर रह रहे 6 हजार लोग.#CWG2022  #furnituresales #interiordesigner #business #furniture #furnishing #interior #office #ikea #furniturebuilder #businessideas #furniturebusiness #forbes  https://t.co/X6YSxxVP9D",neutral,neutral
Another Gold For India in #CWG2022    #JeremyLalrinnunga  Golden Boy 💛 #congratulations  https://t.co/mt3s15U6tp,neutral,positive
#CWG2022 is here. And India is gonna go crazy about few of its athletes who emerge victorious.  Rest all those struggling will find no cheer and support.   Also sports governing bodies in the country are the most corrupt ones. #CommonwealthGames,negative,positive
"CWG 2022 Squash: காமன்வெல்த் ஸ்குவாஷ் போட்டிகளில், வெற்றியுடன் தொடங்கிய ஜோஷ்னா, சவுரவ் கோஷால்..!  #CWG2022 #CommonwealthGames   https://t.co/NZt0keWUjJ",neutral,neutral
Four Indian weightlifters including #MirabaiChanu will be in action today at the #Birmingham2022 #CWG2022    https://t.co/Bpr2S06bsw - via @mykhelcom,neutral,neutral
#SportsNews CWG 2022: কমনওয়েলথে বাঙালির বাজিমাত! রেকর্ড গড়ে ভারোত্তোলনে সোনা হাওড়ার ছেলে অচিন্ত্যর #sports #CWG2022 #CommonwealthGames2022 #Howrah #MamataBanerjee #AbhishekBanerjee #AchintaSheuli #kolkatasaradin   https://t.co/5aJuMUQBgR,neutral,neutral
"#INDWvsPAKW   👏🇮🇳India WOMEN won by 8 wkts   🇮🇳 IND WMN 102/2 in 11.4 overs. Smriti Mandhana 63*(42), Shafali Verma 16(9): Birmingham Commonwealth Games 2022 🏏  Visit -  https://t.co/RHBuCUabdQ  #India #T20 #Pakistan #Women #CommonwealthGames #CWG2022 #Cricket #cricketnews  https://t.co/gZWlo2s1pi",positive,neutral
Smriti Mandhana will end up as the greatest Indian batter after Mithali.  What a player. What timing. Genius.  #CWG2022,positive,neutral
I have no idea why they have organised this competition to make it go on as long as humanly possible. Why are four teams not spread around four apparatus? Too much. #CWG2022 #gymnastics,negative,negative
Indian Men's Hockey team lay down a marker with 11-0 win over Ghana at #CWG2022  #CommonwealthGames2022 #IndianHockey   https://t.co/6hlSsYmfYa,positive,positive
.🇮🇳's Satwik/Chirag takes the first game 21-12 against the 🇵🇰 pair 🔥  Let's win it 💪  #PBLIndia #Commonwealthgames #B2022 #CWG2022 #Badminton  @birminghamcg22,positive,positive
Pakistan women 🇵🇰 got All-out on 99 as a tribute to Pakistan men's 99 All-out against Zimbabwe 🇿🇼  #Cricket #CWG2022,neutral,neutral
"In between train stations in the US and planning rehab, he still smiles and is still the best. I caught up with the one and only @Neeraj_chopra1   #NeerajChopra #CWG2022 #WorldAthleticsChampionships   https://t.co/25zBWulIki  https://t.co/wxmRbB92Dh",positive,positive
"Throughout the #CommonwealthGames in Birmingham, you may come across our #TeamIslam friends, they are a group of volunteers formed by a coalition of mosques in the city @cwgdawah  If you meet them, take some time out and engage with them, you won’t be disappointed #CWG2022 😇  https://t.co/PNm3iPmFL7",positive,positive
"With 503 total medals in the bag, India is ranked 4th in the all-time CWG medals tally👏🇮🇳  How many medals do you think India will grab in Birmingham? Tell us your predictions in the comments👇  #CWG2022 | #CommonwealthGames  https://t.co/jPXzoR5dTk",neutral,positive
🥵🥵 #CWG2022  https://t.co/DO186hJGwR,neutral,neutral
Second gold for India 😍😍😍  #weightlifting #CWG2022,neutral,neutral
She was playing so well 🥺 #CWG2022 #INDvsAUS #B2022  https://t.co/lokWL0ByVH,positive,positive
It's Gold No. 3⃣ For The Country!!!  Heartiest Congratulations to #AchintaSheuli for winning the Gold medal in #Weightlifting at #CommonwealthGames2022.   Entire Nation is proud of you Golden Boy!  #CWG2022  #Cheer4India🇮🇳 #IndiaTaiyaarHai #India4CWG2022 @birminghamcg22  https://t.co/7UZkc5ZndI,positive,positive
ವಿಸ್ತಾರ TOP 10 NEWS | ಆರಗ ಮನೆಗೆ ಎಬಿವಿಪಿ ಕಾರ್ಯಕರ್ತರ ಮುತ್ತಿಗೆಯಿಂದ CWGನಲ್ಲಿ ಕಂಚಿಗೆ ಮುತ್ತಿಟ್ಟ ಕನ್ನಡಿಗನವರೆಗಿನ ಪ್ರಮುಖ ಸುದ್ದಿಗಳಿವು  #vistaranews #vistaranewskannada #ವಿಸ್ತಾರನ್ಯೂಸ್‌ #VistaraTop10News #AragaJnanendra #CWG2022 #Siddaramotsava #Siddaramaiah    https://t.co/ElYk6Tvppx,positive,neutral
